Metric,Conventional,Intelligent,Oracle
Latency_ms,48.548675649134736,52.410724541525454,52.8653408889145
Throughput_KB_s,4605.990645538772,5752.03094369861,5780.91413629358
PDR,0.8751796079354993,0.8758382399677294,0.8761488508173362
Average_Hops,1.7166666666666666,2.1066666666666665,2.1166666666666667
End_to_End_Delay_ms,387.5213371724085,280.2329452535358,277.7250041036433
Efficiency,10.40218615245894,17.977360418529678,18.237253406600523
